founder,code
NL98-1279739,F7118
NL98-1318588,F7119
NL98-1326845,F7120
NL98-1358677,F7121
NL98-1408289,F7122
NL98-1436313,F7123
NL98-1436441,F7124
NL98-1441279,F7125
NL98-1512865,F7126
NL98-1539928,F7127
NL98-1573692,F7128
NL98-1678468,F7129
NL98-1708756,F7130
NL98-1713367,F7131
NL98-1716251,F7132
NL98-1741304,F7133
NL98-1747559,F7134
NL98-1757263,F7135
NL98-1895863,F7136
NL98-1924683,F7137
NL98-1933504,F7138
NL98-1933528,F7139
NL98-1933549,F7140
NL98-1933559,F7141
NL98-1933686,F7142
NL98-1945795,F7143
NL98-1983068,F7144
NL98-2004377,F7145
NL98-2005532,F7146
NL98-2005540,F7147
NL98-2005545,F7148
NL98-2028456,F7149
NL98-2161951,F7150
NL98-2169227,F7151
NL98-2211589,F7152
NL98-2211800,F7153
NL98-2223197,F7154
NL98-2245704110,F7155
NL98-2373090,F7156
NL98-2373178,F7157
NL98-2530393,F7158
NL98-2584563,F7159
NL98-2587558,F7160
NL98-2588500,F7161
NL98-2591135,F7162
NL98-5012191,F7163
NL98-5812162,F7164
NL98-5812191,F7165
NL98-582141,F7166
NL98-5821415,F7167
NL98-5821416,F7168
NL98-5821450,F7169
NL98-5834502,F7170
NL98-5860094,F7171
NL98-5863726,F7172
NL98-5870048,F7173
NL98-5870087,F7174
NL98-7044309,F7175
NL98-9842771,F7176
NL98-9848107,F7177
NL98-9848157,F7178
NL98-9848172,F7179
NL98-9860080,F7180
NL98-9876049,F7181
NL99-1038971,F7182
NL99-1067757,F7183
NL99-1067760,F7184
NL99-1095618,F7185
NL99-1107417,F7186
NL99-1107503,F7187
NL99-1107508,F7188
NL99-1178147,F7189
NL99-1209719,F7190
NL99-1209763,F7191
NL99-1209824,F7192
NL99-1209826,F7193
NL99-1209894,F7194
NL99-1314294,F7195
NL99-1337331,F7196
NL99-1357025,F7197
NL99-1361925,F7198
NL99-1374484,F7199
NL99-1376191,F7200
NL99-1376203,F7201
NL99-1376236,F7202
NL99-1378768,F7203
NL99-1400005,F7204
NL99-1420371,F7205
NL99-1497535,F7206
NL99-1498721,F7207
NL99-1559577,F7208
NL99-1575803,F7209
NL99-1585413,F7210
NL99-1585505,F7211
NL99-1585506,F7212
NL99-1597310,F7213
NL99-1658694,F7214
NL99-1671914,F7215
NL99-1679978,F7216
NL99-1703391,F7217
NL99-176501,F7218
NL99-1845343,F7219
NL99-1845643,F7220
NL99-1846611,F7221
NL99-1853480,F7222
NL99-1853915,F7223
NL99-1861278,F7224
NL99-1869054,F7225
NL99-1869521,F7226
NL99-1870071,F7227
NL99-1870924,F7228
NL99-1874672,F7229
NL99-1995098,F7230
NL99-2004475,F7231
NL99-2076269,F7232
NL99-2100479,F7233
NL99-2255904,F7234
NL99-2308173,F7235
NL99-2360220,F7236
NL99-2367642,F7237
NL99-2371470,F7238
NL99-2374205,F7239
NL99-2396856,F7240
NL99-2411761,F7241
NL99-2513400,F7242
NL99-2517642,F7243
NL99-2585526,F7244
NL99-3151680,F7245
NL99-4019864,F7246
NL99-4300530,F7247
NL99-4300532,F7248
NL99-4300680,F7249
NL99-4300712,F7250
NL99-4703590,F7251
NL99-4708298,F7252
NL99-5139621,F7253
NL99-5901735,F7254
NL99-5903473,F7255
NL99-5939569,F7256
NL99-5949577,F7257
NL99-5957358,F7258
NL99-5963281,F7259
NL99-5971339,F7260
NL99-5971370,F7261
NL99-597341,F7262
NL99-9911252,F7263
NL99-9917734,F7264
NL99-9927655,F7265
NL99-9939810,F7266
NL99-9959182,F7267
NL99-9959188,F7268
NL99-9962177,F7269
NL99-9964496,F7270
NL99-9966242,F7271
NL99-9966994,F7272
NL99-9968174,F7273
NL99-9972196,F7274
NLDV06720-08-1216,F7275
PL0328-06-1969,F7276
PL0352-03-1251,F7277
POR02-2526415,F7278
POR03-3699616,F7279
POR05-5507389,F7280
POR07-7144573,F7281
RO02-228762,F7282
RO03-12376,F7283
RO2010-0011263,F7284
SA96-0095447,F7285
SGP12-000085,F7286
SGP12-000088,F7287
SGP13-13-130199,F7288
SGP13-130256,F7289
SGP13-130266,F7290
SGP13-130299,F7291
SGP14-140004,F7292
SGP14-140305,F7293
SGP14-140403,F7294
SGP17-170710,F7295
SK01303-09-557,F7296
SK13-01003-1422,F7297
T00-096393,F7298
T01-17639,F7299
T01-30645,F7300
T03-343463,F7301
T03-661978,F7302
T04-06720,F7303
T04-17980,F7304
T04-726650,F7305
T04-726695,F7306
T05-207740,F7307
T06-209076,F7308
T06-71210,F7309
T06-71669,F7310
T13-125436,F7311
T2000-248584,F7312
T2002-024200,F7313
T2003-224604,F7314
T2003-302363,F7315
T88-35895,F7316
T90-0247719,F7317
T92-115405,F7318
T92-195227,F7319
T93-175191,F7320
T94-003227,F7321
T94-290097,F7322
T95-564789,F7323
T96-260289,F7324
T96-723366,F7325
T97-293265,F7326
T97-366463,F7327
T98-090031,F7328
T99-001940,F7329
T99-033140,F7330
T99-294338,F7331
TW00-108844,F7332
TW01-259801,F7333
TW01-259809,F7334
TW94-111234,F7335
TW94-111245,F7336
TW94-111278,F7337
TW94-111300,F7338
TW95-82313,F7339
TW96-313511,F7340
TW98-19825,F7341
